"22","318","50.9361076355","6.9218549728","0"
"33","93","50.9345016479","6.9206099510","1"
"36","292","50.9334449768","6.9201240540","0"
"43","92","50.9338989258","6.9199900627","1"
"44","92","50.9336013794","6.9198398590","0"
"45","92","50.9341468811","6.9195699692","0"
"46","92","50.9337005615","6.9196500778","0"
"48","90","50.9334716797","6.9194908142","1"
"54","88","50.9334983826","6.9214000702","1"
"89","82","50.9341011047","6.9232602119","0"
"123","80","50.9339408875","6.9240098000","0"
"129","74","50.9331207275","6.9248552322","0"
"138","72","50.9327087402","6.9241871834","0"
"163","350","50.9297981262","6.9187998772","1"
"164","101","50.9347038269","6.9137210846","0"
"255","75","50.9329376221","6.9234437943","1"
"311","344","50.9307441711","6.9272551537","0"
"490","7","50.9271278381","6.9295248985","1"
"491","16","50.9265708923","6.9298157692","0"
"622","18","50.9266891479","6.9302849770","0"
"689","19","50.9260520935","6.9305729866","0"
"920","269","50.9290313721","6.9273939133","0"
"1079","17","50.9266204834","6.9300041199","0"
"1818","349","50.9269371033","6.9272170067","0"
"2154","9","50.9267997742","6.9282398224","0"
"2155","9","50.9272003174","6.9278302193","1"
"2156","9","50.9268989563","6.9275898933","0"
"3167","27","50.9249382019","6.9274811745","1"
"3287","55","50.9289016724","6.9259600639","0"
"3332","35","50.9272003174","6.9243302345","1"
"3333","35","50.9272651672","6.9245610237","1"
"3334","37","50.9270706177","6.9237360954","0"
"3355","37","50.9271621704","6.9241118431","1"
"3356","34","50.9267158508","6.9247817993","0"
"3380","335","50.9265365601","6.9242029190","0"
"3405","336","50.9265708923","6.9236931801","0"
"3652","66","50.9278488159","6.9228401184","0"
"3661","52","50.9267730713","6.9214558601","0"
"3672","50","50.9264221191","6.9207158089","0"
"3834","28","50.9250984192","6.9258799553","0"
"3863","28","50.9249000549","6.9255700111","0"
"3896","340","50.9244003296","6.9261288643","0"
"4202","141","50.9236717224","6.9313778877","0"
"4277","143","50.9243049622","6.9311199188","0"
"4354","145","50.9247245789","6.9310021400","0"
"4441","144","50.9245796204","6.9309029579","0"
"4625","371","50.9257583618","6.9320330620","1"
"4924","337","50.9258003235","6.9360198975","0"
"5030","289","50.9292564392","6.9272551537","0"
"5063","54","50.9293556213","6.9271798134","0"
"5138","6","50.9307785034","6.9283123016","0"
"5140","6","50.9303627014","6.9275612831","0"
"5141","5","50.9307708740","6.9283175468","0"
"5147","5","50.9303779602","6.9276094437","0"
"5148","4","50.9307441711","6.9283280373","1"
"5149","4","50.9303627014","6.9275774956","0"
"5950","120","50.9274024963","6.9361658096","0"
"6015","121","50.9271659851","6.9373135567","0"
"6224","117","50.9270439148","6.9353556633","0"
"6296","118","50.9275817871","6.9352965355","0"
"6876","20","50.9276428223","6.9325017929","0"
"6978","20","50.9273643494","6.9330058098","0"
"7080","348","50.9284057617","6.9334673882","0"
"8164","63","50.9281997681","6.9241814613","0"
"8339","2","50.9233665466","6.9152607918","0"
"8340","1","50.9226722717","6.9140806198","0"
"8341","14","50.9232788086","6.9146008492","0"
"8342","114","50.9240875244","6.9139943123","0"
"8343","115","50.9243545532","6.9162502289","0"
"8384","175","50.9246101379","6.9144048691","0"
"8387","175","50.9245529175","6.9146461487","0"
"8392","188","50.9241485596","6.9155931473","0"
"8393","197","50.9238967896","6.9137802124","0"
"8409","239","50.9237823486","6.9177870750","0"
"8411","200","50.9232978821","6.9177389145","0"
"8412","200","50.9240570068","6.9186882973","0"
"8413","22","50.9249229431","6.9156241417","0"
"8426","45","50.9246177673","6.9168529510","0"
"8434","53","50.9231033325","6.9160737991","0"
"8444","60","50.9230194092","6.9148054123","0"
"8456","67","50.9267883301","6.9159893990","0"
"8469","77","50.9258346558","6.9166836739","0"
"8484","79","50.9264373779","6.9169850349","0"
"8500","86","50.9263763428","6.9158639908","0"
"8517","96","50.9266700745","6.9174041748","0"
"8535","103","50.9259986877","6.9176478386","0"
"8554","106","50.9249610901","6.9150981903","0"
"8574","107","50.9250831604","6.9173393250","0"
"8595","108","50.9248695374","6.9178423882","0"
"8617","108","50.9252243042","6.9182815552","0"
"8639","111","50.9253654480","6.9171581268","0"
"8662","116","50.9251251221","6.9162449837","0"
"8686","123","50.9253349304","6.9162220955","0"
"8713","149","50.9258308411","6.9186372757","0"
"8716","149","50.9260635376","6.9188947678","0"
"8719","152","50.9266662598","6.9190077782","0"
"8723","154","50.9274024963","6.9183235168","0"
"8724","155","50.9271202087","6.9185366631","0"
"8726","314","50.9233932495","6.9189410210","0"
"8729","157","50.9235267639","6.9191155434","0"
"8738","165","50.9240226746","6.9209604263","0"
"8746","165","50.9245719910","6.9209094048","0"
"8754","166","50.9249038696","6.9209523201","0"
"8763","167","50.9258041382","6.9197425842","0"
"8773","169","50.9257736206","6.9211320877","0"
"8785","170","50.9263916016","6.9218697548","0"
"8786","172","50.9243965149","6.9222826958","0"
"8789","172","50.9245147705","6.9228348732","0"
"8792","173","50.9246673584","6.9235539436","0"
"8796","173","50.9248161316","6.9243211746","0"
"8800","174","50.9251251221","6.9231033325","0"
"8805","176","50.9259490967","6.9241237640","0"
"8806","177","50.9257926941","6.9231557846","0"
"8814","181","50.9252433777","6.9247798920","0"
"8821","182","50.9256553650","6.9247717857","0"
"8831","183","50.9257202148","6.9233875275","0"
"8832","184","50.9265365601","6.9179091454","0"
"8834","187","50.9267463684","6.9170551300","0"
"8839","187","50.9266395569","6.9172534943","0"
"8844","189","50.9244575500","6.9177241325","0"
"8850","191","50.9255256653","6.9237952232","0"
"8858","192","50.9250946045","6.9242806435","0"
"8867","193","50.9227409363","6.9134221077","0"
"8877","333","50.9248542786","6.9199609756","0"
"8888","288","50.9254798889","6.9222636223","0"
"8916","33","50.9245185852","6.9167637825","0"
"8917","12","50.9253654480","6.9282264709","1"
"8919","42","50.9274330139","6.9240708351","1"
"8920","47","50.9273986816","6.9225702286","0"
"8921","48","50.9273567200","6.9224448204","0"
"8922","56","50.9286651611","6.9257802963","0"
"8923","291","50.9283294678","6.9251203537","0"
"8924","59","50.9282608032","6.9246535301","0"
"8925","61","50.9283065796","6.9244441986","0"
"8927","69","50.9286003113","6.9202232361","0"
"8928","81","50.9342460632","6.9237051010","0"
"8934","136","50.9244537354","6.9332957268","0"
"8935","135","50.9244537354","6.9332847595","0"
"8936","138","50.9244575500","6.9332957268","0"
"8937","134","50.9244346619","6.9332880974","0"
"8938","322","50.9244499207","6.9333009720","0"
"8939","137","50.9244575500","6.9332742691","0"
"8941","319","50.9364433289","6.9217810631","0"
"8943","364","50.9263954163","6.9277191162","0"
"8944","360","50.9346351624","6.9207921028","1"
"8949","312","50.9364433289","6.9229736328","0"
"8950","84","50.9364356995","6.9230418205","1"
"8967","159","50.9236984253","6.9201984406","0"
"8969","378","50.9248695374","6.9334564209","1"
"8970","369","50.9361381531","6.9240984917","0"
"8972","379","50.9364471436","6.9237713814","0"
"8973","351","50.9248962402","6.9367012978","1"
"8974","158","50.9242019653","6.9151344299","0"
"8975","158","50.9242286682","6.9155502319","0"
"8976","158","50.9247741699","6.9153213501","0"
"8978","382","50.9255676270","6.9241037369","0"
"8980","381","50.9266395569","6.9266381264","0"
"9003","98","50.9343719482","6.9138493538","0"
"9020","383","50.9273872375","6.9244194031","1"
"9021","383","50.9276199341","6.9242749214","1"
"9025","130","50.9249572754","6.9337329865","0"
"9026","130","50.9257049561","6.9326415062","0"
"9027","130","50.9249343872","6.9334821701","1"
"9032","133","50.9249420166","6.9337196350","0"
"9033","133","50.9249458313","6.9334769249","1"
"9034","132","50.9249687195","6.9337677956","0"
"9035","132","50.9257202148","6.9326252937","0"
"9036","132","50.9249458313","6.9334850311","1"
"9037","131","50.9257011414","6.9326567650","0"
"9039","362","50.9269905090","6.9234824181","1"
"9040","68","50.9278793335","6.9211616516","0"
"9041","365","50.9265480042","6.9281220436","0"
"9042","386","50.9134407043","6.9254593849","0"
"9043","387","50.9346313477","6.9388828278","0"
"9044","388","50.9757080078","6.8900885582","0"
"9045","395","50.9310150146","6.9210915565","0"
"9046","396","50.9362831116","6.9600372314","0"
"9050","164","50.9151840210","6.9420824051","0"
"9052","397","50.9151382446","6.9429154396","1"
"9057","398","50.9142341614","6.9418091774","0"
"9058","398","50.9142379761","6.9423775673","0"
"9059","398","50.9142303467","6.9431180954","0"
"9060","398","50.9142265320","6.9438261986","0"
"9064","399","50.9340019226","6.9145984650","0"
"9070","254","50.9265403748","6.9355540276","1"
"9071","254","50.9270782471","6.9366378784","1"
"9072","254","50.9270782471","6.9366388321","1"
"9073","128","50.9255332947","6.9196138382","0"
"9074","321","50.9401435852","6.9242358208","0"
"9075","321","50.9397850037","6.9243245125","0"
"9077","402","50.9177932739","6.9390144348","0"
"9078","401","50.9173049927","6.9391107559","0"
"9090","305","50.9202308655","6.9052453041","0"
"9091","306","50.9199333191","6.9048161507","0"
"9093","403","50.9212074280","6.9064621925","0"
"9114","127","50.9267768860","6.9343848228","0"
"9115","124","50.9267730713","6.9343848228","0"
"9116","124","50.9273681641","6.9344434738","1"
"9117","124","50.9265785217","6.9345240593","0"
"9118","124","50.9267539978","6.9351840019","1"
"9119","124","50.9264907837","6.9352269173","0"
"9120","124","50.9264640808","6.9351301193","1"
"9125","126","50.9264945984","6.9352107048","0"
"9126","126","50.9264678955","6.9351091385","1"
"9127","126","50.9265823364","6.9345188141","0"
"9128","126","50.9267539978","6.9351840019","1"
"9130","125","50.9273681641","6.9345159531","1"
"9134","8","50.9280014038","6.9265899658","0"
"9135","8","50.9281997681","6.9275898933","1"
"9136","8","50.9278984070","6.9271101952","1"
"9137","122","50.9261703491","6.9350233078","1"
"9138","384","50.9340171814","6.9145836830","0"
"9139","385","50.9340133667","6.9145841599","0"
"9140","3","50.9281425476","6.9286289215","1"
"9141","3","50.9283409119","6.9295301437","0"
"9142","3","50.9292716980","6.9289612770","0"
"9143","3","50.9275093079","6.9293756485","0"
"9144","97","50.9346275330","6.9141240120","0"
"9145","97","50.9347229004","6.9140772820","1"
"9146","102","50.9347419739","6.9139990807","0"
"9147","102","50.9347152710","6.9140772820","1"
"9148","87","50.9347991943","6.9214701653","0"
"9149","87","50.9342002869","6.9216098785","1"
"9150","87","50.9337921143","6.9214754105","0"
"9151","89","50.9334640503","6.9205236435","1"
"9152","89","50.9337310791","6.9207048416","0"
